strategy,n_seeds,final_coverage_mean,final_coverage_std,final_redundancy_mean,final_redundancy_std,final_affinity_mean,final_affinity_std,num_viewpoints_mean,num_viewpoints_std,num_iterations_mean,num_iterations_std,simulation_time_mean,simulation_time_std,coverage_auc_mean,coverage_auc_std,redundancy_auc_mean,redundancy_auc_std,affinity_auc_mean,affinity_auc_std
genetic,1,0.9956,0.0,0.9295,0.0,2.5085,0.0,5.0,0.0,503.0,0.0,19.2094,0.0,14.3663,0.0,8.796,0.0,33.0022,0.0
